business_id,name,address,longitude,latitude,stars,review_count,categories
wGhlVNlqJmMFYqLIva3COw,Read Seafood,7340 Read Blvd,-89.98078,30.042307,4.0,25,"Specialty Food, Food, Seafood Markets, Seafood, Cajun/Creole, Restaurants"
PaR2isOWxfREi7KmzUNZfg,Cajun Seafood 2,1091 Almonaster Ave,-90.047348,29.977436,3.5,5,"Restaurants, Cajun/Creole"
8J-hkpk56R9UX69YKNTtPw,Starbucks,3400 Holiday Dr,-90.015015,29.9200675,2.0,38,"Food, Coffee & Tea"
jar_5KMQZtgOseRdUN3L0w,Sucré,3025 Magazine St,-90.0853176,29.9249433,4.0,872,"Food, Ice Cream & Frozen Yogurt, Restaurants, Specialty Food, Desserts, Bakeries, Chocolatiers & Shops, Coffee & Tea, Macarons"
vAlG57_mZtazKbHBH39T8w,The Füd Bar,"1522 Robert E Lee Blvd, Ste B",-90.0768371,30.0207669,4.5,60,"Breakfast & Brunch, Cafeteria, American (Traditional), Specialty Food, Food, Health Markets, Salad, Restaurants, Diners"
Fd0t6Mc0uxUdhWzVwZSITA,Carnival Triumph,1350 Port Of New Orleans Pl,-90.0606333464,29.94080908,3.5,8,"Caribbean, Boat Charters, Hotels & Travel, Resorts, Restaurants, Event Planning & Services"
M2h3vq8WeSiQAmyJtrPvbQ,Emeril's Delmonico,1300 Saint Charles Ave,-90.074216,29.940252,4.0,751,"Restaurants, American (New), Cajun/Creole, Bars, Steakhouses, American (Traditional), Nightlife"
_LdViafM7oxU9LH8cZBiMw,Maple Street Patisserie Et Deli,3138 Magazine St,-90.0862341,29.9238146,3.5,38,"Bakeries, Restaurants, Coffee & Tea, Food, Delis, Cafes, Sandwiches"
QIffr_fNUkbISage89uPYA,Willie's Chicken Shack,540 Frenchmen St,-90.057854,29.963459,3.5,19,"Cajun/Creole, Chicken Wings, Southern, Chicken Shop, Soul Food, Restaurants"
B4zE07aML4DoLFd8gMVMPQ,HEY Coffee Co.,2606 St Louis St,-90.0835287,29.9678617,4.5,31,"Coffee Roasteries, Coffee & Tea, Restaurants, Food, Cafes"
jQ2yK-xIOvoxeM3lIJWMdA,Bittersweet Confections Mid-City,639 S Hennessey St,-90.1078232,29.971363,4.5,35,"Breakfast & Brunch, Food, Bakeries, Restaurants, Coffee & Tea"
V6stOTn2z5n7Y06_P46sGQ,Brown Derby Super Store,3402 Tulane Ave,-90.0986700878,29.9653811618,3.0,18,"Convenience Stores, Food, Automotive, Gas Stations"
x3JvbhU7wIYcpMVCdMMTqw,Frankie & Johnny's,321 Arabella St,-90.1189204,29.9170101,4.0,325,"Burgers, Beer Bar, Restaurants, Bars, American (Traditional), Nightlife, Seafood, Food"
0uxg3_noVCE78Wgjb8DSyA,Aunt Sally's Pralines,810 Decatur St,-90.0617022,29.9576669,4.0,135,"Candy Stores, Specialty Food, Books, Mags, Music & Video, Food, Bookstores, Shopping, Local Flavor, Souvenir Shops"
5xrMRQ1GW0SnIxweOcvDQw,Smoothie King,6221 S Claiborne Ave,-90.112851,29.946252,3.0,16,"Food, Specialty Food, Health Markets, Juice Bars & Smoothies"
0vi741BLMGl2QPeTXWeG2w,The Trolley Stop Cafe,1923 Saint Charles Ave,-90.0788195,29.9357457,3.5,550,"Sandwiches, Southern, Restaurants, Breakfast & Brunch"
Y16H2fSdBeriQgDD_A-aFw,Margaritaville Store,1 French Market Pl,-90.0597181,29.9597761,3.5,6,Restaurants
XncT8ubN1EcqJDfIYNUiEQ,Happy Raptor Distilling,1512 Carondelet St,-90.0767455,29.9398351,5.0,41,"Event Planning & Services, Venues & Event Spaces, Food, Bars, Distilleries, Nightlife, Cocktail Bars"
u9-j3bwMcaMq9CWwuucqsA,Eco Café,3903 Canal St,-90.098604,29.9733642,3.5,43,"Breakfast & Brunch, Tapas/Small Plates, Restaurants"
945COKKrD_bTDznBeHqksw,Wingstop,4242 Chef Menteur Hwy,-90.0385360718,30.0037021637,1.5,32,"Restaurants, Chicken Wings"
f7VTjCHVPRpBOxhFNI-lhg,Verret's Bar and Lounge,1738 Washington Ave,-90.0873977354,29.9323895245,4.5,23,"Nightlife, Food, Beer, Wine & Spirits, Cocktail Bars, Lounges, Adult Entertainment, Bars, Local Flavor"
hNuRKVOgigDdcvwqH7v8Jw,Subway,1400 Annunciation St,-90.068954,29.9365968,1.5,9,"Breakfast & Brunch, Restaurants, Food, Specialty Food, Sandwiches, Fast Food, Fruits & Veggies"
aIVk0IEUj7rPaAMeAmBSGg,Frey Smoked Meat,"4141 Bienville St, Ste 110",-90.1000152,29.9775386,3.5,381,"Barbeque, Restaurants, Sandwiches, Food, American (Traditional), Nightlife, Salad, Bars, Burgers"
S--X0Kol0fcD7w_eFlLCZA,Winn-Dixie,401 N Carrollton Ave,-90.0984947383,29.9779218038,3.0,52,"Grocery, Food, Pharmacy, Health & Medical"
rVRh3PnjYwSaVvGs0joh5w,Five Guys,401 N Carrollton Ave,-90.097813,29.977561,3.0,87,"Sandwiches, Fast Food, Restaurants, Burgers"
6LEDNjDyBh_Vin_uZrPvoQ,Natals Seafood & Grill,7342 Chef Menteur Hwy,-90.0017207,30.0116097,3.5,10,"Cajun/Creole, Restaurants, Seafood"
ezh8ZxOKYVK9PYPHZNtEkQ,Bistro At Maison De Ville,733 Toulouse St,-90.065984,29.957825,4.0,11,"French, Restaurants"
NtglwXi9aLXenlprL49MjQ,Pizza Hut,"1801 Rousseau St, Ste 11",-90.0686962239,29.9280059677,1.5,44,"Chicken Wings, Pizza, Italian, Fast Food, Restaurants"
_-ag9LGrOJkJW3bXmtAv-w,Walgreens,2418 S Carrollton Ave,-90.1204385159,29.9564631115,2.5,33,"Shopping, Cosmetics & Beauty Supply, Convenience Stores, Beauty & Spas, Photography Stores & Services, Drugstores, Food"
gcboPfvHc2Kv8s_f5L0HIw,Batture Bistro and Bar,111 Iberville St,-90.064805,29.9519718,5.0,23,"Cocktail Bars, Nightlife, Bars, Breakfast & Brunch, Restaurants, American (New)"
JEzCDS9mTwTHUqdPiWScXw,The Daily Beet,3300 Magazine St,-90.0878542,29.923227,4.5,64,"Food, Juice Bars & Smoothies, Vegetarian, Breakfast & Brunch, Restaurants"
vhw5DnAvZZHqDjrEHKoNbQ,Vandal Hookah Lounge,3835 Tulane Ave,-90.1031476,29.9677967,4.0,55,"Nightlife, Hookah Bars, Bars, Mediterranean, Restaurants, Lounges"
3NNRlx0GS0mzrTYCx8m8FQ,Gianna Restaurant,700 Magazine St,-90.0687853,29.9464034,4.0,162,"Wine Bars, Nightlife, Bars, Italian, Restaurants, Beer Bar"
FSvFk1lWR0YBYP_-L_iLTQ,Rue De La Course,1140 S Carrollton Ave,-90.1299849,29.9473419,3.5,255,"Coffee & Tea, Restaurants, Food"
tGVlA6AaNJWYSBZ1bQbi7Q,Ragin' Cajun Deli,5151 Canal Blvd,-90.110131,29.984172,3.5,11,"Gas Stations, Food, Automotive, Donuts, Delis, Convenience Stores, Restaurants"
CQQHON44VFVqcCwsalwLQg,Beachcorner Bar & Grill,4905 Canal St,-90.1086173,29.9804902,3.5,165,"Burgers, Nightlife, Lounges, Bars, Restaurants"
ecGqst5qksmuh9qImAzXKg,Industry Bar & Kitchen,240 Decatur St,-90.0656017,29.9533944,3.5,59,"American (New), Pizza, Sports Bars, Dive Bars, Diners, Restaurants, Bars, Nightlife"
tJeIs6nUl2590FrgqntBBA,91 Area Restaurant,91 French Market Pl,-90.058361,29.96109,4.5,19,"American (Traditional), Nightlife, Bars, Breakfast & Brunch, Seafood, Cajun/Creole, Asian Fusion, Restaurants, Specialty Food, Food"
lmcrVOvJUydTmnZIAIZlAg,The Halal Guys,301 St Charles Ave,-90.0703336,29.9514043,3.5,205,"Halal, Restaurants, Mediterranean, Middle Eastern"
FNsMxoaTa-HCbAxP0Baj9Q,Powdered Sugar,800 Iberville St,-90.0701819346,29.954944674,4.0,58,"Coffee & Tea, American (Traditional), Food, Restaurants"
M176-LxXhDS2RZzYGzAa1g,M&M Hot Tamales,"",-90.0964484601,29.9423504629,4.5,11,"Food Trucks, Restaurants, Mexican, Street Vendors, Food"
-AaxZJ_I4rSFOBJbBz4SlQ,Hansen's Sno-Bliz,4801 Tchoupitoulas St,-90.1054047793,29.9170838415,4.5,512,"Ice Cream & Frozen Yogurt, Food, Shaved Ice"
3DKGhJXrqhVOQGFNiSp9Vg,Avenue Cafe,1907 Saint Charles Ave,-90.0786298,29.9358034,4.0,219,"Food, Breakfast & Brunch, Cafes, Juice Bars & Smoothies, Restaurants, Sandwiches, Coffee & Tea"
uM1ahq0ZG5utDIV3JwjHyA,Pepperoni Ray's Cafe,5339 Franklin Ave,-90.050535,30.0131005,4.5,42,"Cafes, Pizza, Chicken Wings, Restaurants, Salad"
tUAG5hK3O3M52isPh98DMw,Fuel Coffee House,4807 Magazine St,-90.106394,29.920684,3.0,14,"Food, Coffee & Tea, Restaurants"
EExxDfN4Rp_n6dzK_XOoNw,ILYS Bistro,2128 St Claude Ave,-90.0573416054,29.9684451652,3.5,20,"Southern, Restaurants, Cajun/Creole"
AZJpX5slpbZUTU9INbwu0g,Nice Guys Bar and Grill,7910 Earhart Blvd,-90.113653,29.960006,3.5,109,"Bars, Nightlife, Restaurants, American (Traditional), Chicken Wings"
UPIQcVZh5Bb_XloiNpSq0Q,Second Line Brewing,433 N Bernadotte St,-90.105281479,29.9825653407,4.5,82,"Nightlife, Breweries, Beer Gardens, Food"
FNwvXKcoN_WZzOOKqrfFAQ,Umi 2,3580 Holiday Dr,-90.0163841,29.918858,4.5,97,"Japanese, Restaurants, Sushi Bars"
Tf_Oj8uWRvXmqkEmntzTdA,Cavan,3607 Magazine St,-90.0919262,29.9222731,4.0,357,"Gastropubs, Fish & Chips, Nightlife, Desserts, American (Traditional), Restaurants, Food, Salad, Diners, American (New), Seafood, Bars, Wine Bars, Cocktail Bars"
7jPySMocq3QkmTalOCJ5mg,Dunbar's Creole Cuisine,7834 Earhart Blvd,-90.1129686,29.9596436,4.0,89,"Comfort Food, Restaurants, Cajun/Creole"
1788xIG9VRrs3DZ_RhqA6A,Pearl Wine Co,3700 Orleans Ave,-90.092699,29.9772614,4.0,67,"Food, Music Venues, Nightlife, Beer, Wine & Spirits, Arts & Entertainment, Bars, Wine Bars"
luwB0KsvoiXUewBvRdcYiA,Starbucks,2851 South Claiborne Ave,-90.095243,29.942912,3.0,31,"Food, Coffee & Tea"
FxyGTyC98dVsVMhPiHXyOQ,The Buttermilk Drop,1781 N Dorgenois St,-90.0713554,29.9815769,4.0,240,"Desserts, Bakeries, Donuts, Food"
P4bjdvfuqWrO7rk2eikrbw,Tiger Bakery,3030 General Pershing St,-90.1024282,29.9412793,5.0,27,"Bakeries, Food"
V9VLhHdSFpFi4yXFqVcVEA,Pêche,800 Magazine St,-90.0690928,29.9450884,4.0,1926,"Seafood, Restaurants"
eObo_Ox6xQkTAQadT6i_1w,University Of New Orleans Cafeteria,2000 Lakeshore Dr,-90.0678313,30.0269839,3.0,8,"American (New), American (Traditional), Restaurants"
4Fgyjm3Hh-z5NiPUzfbLSw,Sweet Savors Bakery,5242 Elysian Fields Ave,-90.0607256,30.0121426,2.5,12,"Bakeries, Food, Desserts, Custom Cakes"
hVS67L6bYtNZyuvqDX2O6w,JB's Fuel Dock,126 S Roadway St,-90.1148646,30.0238812,4.0,53,"American (Traditional), Convenience Stores, Food, Nightlife, Sports Bars, Pizza, Restaurants, Bars, American (New)"
FlyfDPS41F8R9f5KHA8g2Q,SukhoThai,4519 Magazine St,-90.1032659,29.9208414,3.5,375,"Thai, Restaurants, Vegan"
9zlspOuU7cXAVesgah7udA,La Casita on the Patio,845 Carondelet St,-90.0733993,29.9452587,3.5,68,"Restaurants, Mexican, Bars, Event Planning & Services, Venues & Event Spaces, Cocktail Bars, Nightlife"
FIUCEBg9hqVA-ZScn7N2IA,Tavolino Pizza & Lounge,141 Delaronde St,-90.054537,29.952136,4.5,120,"Pizza, Wine Bars, Italian, Restaurants, Nightlife, Cocktail Bars, Bars, Lounges"
2EOinQpyU4ChpyJ4KusO2A,Good Eden Nola Plantmade,"2940 Canal St, Ste A",-90.0906374,29.9673057,4.5,152,"Mediterranean, Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies, Vegan, Cafes, Gluten-Free, Vegetarian"
08k4NrsUfGyjmir9NMO8Mw,Red Zone 2,2733 Baronne St,-90.0871978,29.9328715,3.5,6,"Food, Beer, Wine & Spirits"
GSHT0JSXO7GIvZxZbxrIUw,Papa John's Pizza,231 N Carrollton Ave,-90.0996008,29.9760651,2.0,6,"Italian, Pizza, Restaurants"
W6de6OniXm3HttgRJvhvsA,CC's Coffee House,2323 Canal St,-90.0835871,29.9631532,4.5,10,"Food, Coffee & Tea, Drive-Thru Bars, Bars, Nightlife"
139BUX8Mj1vjpMqvvJm_kQ,Rite Aid,3401 St Charles Ave,-90.0920284,29.9284623,3.5,10,"Drugstores, Convenience Stores, Shopping, Food"
gNNrt-vqqRg-8NF-fLZA1A,Esplanade Mini Mart,839 Esplanade Ave,-90.061488,29.964757,3.0,14,"Food, Convenience Stores"
9-jLNusMgzv-PVtGwtD5RA,Mirliton Festival,701 Piety St,-90.042823,29.9628967,4.0,5,"Local Flavor, Farmers Market, Arts & Entertainment, Food, Festivals"
nYzCXMzSk8pjMnYVI6z3RA,Rouses Market,701 Baronne St,-90.0743117,29.9477429,4.0,136,"Beer, Wine & Spirits, Food, Bakeries, Grocery"
iuScyUBSGVuFCD2inFoX-Q,Emmett's Specialty Meats,5618 Jefferson Hwy,-90.1845498,29.9444912,4.0,5,"Butcher, Specialty Food, Food, Meat Shops"
OmsjHUh-b1Y7yVtB_DNotg,Ten Eleven,1011 Gravier St,-90.073748,29.953142,4.0,7,"Restaurants, American (New)"
CN7jokrm2N1-xonoSaBhNw,Yokohama Sushi,201 Baronne St,-90.0721493,29.9532615,3.5,11,"Restaurants, Sushi Bars"
XhGLpXHdnA481n0aHDdkpQ,Swizzle Stick Bar,300 Poydras St,-90.0661447,29.9479951,4.0,145,"Restaurants, Nightlife, Lounges, Bars, American (Traditional)"
_XLBJrfqG_tcqA6gbfatSA,Freezy Street,10709 Chef Menteur Hwy,-89.9610551341,30.0206873658,4.0,11,"Food, Ice Cream & Frozen Yogurt"
L1rZAQjCJ8qNhpOsNqHGwA,Bourrée,"Boucherie, 8115 Jeannette St",-90.1278155834,29.9498047127,3.5,20,"Restaurants, Nightlife, Chicken Wings, Bars, Cocktail Bars"
boKv2_AvOSF2JRwrSoRI3g,City Greens,5161 Citrus Blvd,-90.1868913609,29.9641645208,3.5,113,"Breakfast & Brunch, Vegetarian, Sandwiches, Restaurants, Soup, Salad"
M_kUmrxKKvyxSC2VxtnMZQ,Winks World Famous Buttermilk Drop Bakery and Bistro,500 Port Of New Orleans Pl,-90.0629003,29.9485328,2.5,13,"Restaurants, Bakeries, Breakfast & Brunch, Food, Burgers"
Hz0p2RasO5tjll-AdjpJqw,Corporation Bar & Grill,931 S Peters St,-90.0660822,29.9419873,4.0,185,"Restaurants, Nightlife, Bars, Cajun/Creole"
nBUkuRQKka_Li-cqdR_MBA,Pinkberry,1208 S Clearview Pkwy,-90.1850907884,29.9600446214,3.5,14,"Desserts, Food, Ice Cream & Frozen Yogurt"
13jzD3emK7N-CtmFW-VzGg,On Faith Donuts,2908 Martin Luther King Blvd,-90.0879305551,29.9458881551,4.0,18,"Restaurants, Donuts, Food, Bakeries"
Cj8XGYTnuFQYpORBbOywUA,Italian Pie,125 N Carrollton Ave,-90.100311,29.975317,2.5,15,"Pizza, Sandwiches, Restaurants, Italian"
lok1BFflfV17T04k-Q-G9Q,Baldwin & Co.,1030 Elysian Fields Ave,-90.057216,29.968237,5.0,55,"Coffee & Tea, Books, Mags, Music & Video, Shopping, Bookstores, Venues & Event Spaces, Event Planning & Services, Food"
TZtHwdlpzLebhzjGuagR4A,Olympia Food Store,301 S Olympia St,-90.107668,29.976428,4.5,18,"Grocery, Food"
QwawOSEJKaFd5yCYtrN6DQ,Royal Praline Company,300 Royal St,-90.067383,29.9548726,4.0,66,"Restaurants, Food, Candy Stores, Cajun/Creole, Specialty Food"
z_37EXfWEVMV4telxsbGMw,Cafe Du Monde Coffee Stand,1 Poydras St,-90.062801,29.949429,4.0,140,"Food, Coffee & Tea, Restaurants"
OrpS_YNDY-pPevfnWXzV2Q,Burger King,3102 Elysian Fields Ave,-90.0590222,29.9899832,2.5,12,"Burgers, Restaurants, Fast Food, Hot Dogs"
DqxSNLrBGwu0WIglOAWZnA,Bird by Bird,1107 Decatur St,-90.0599205299,29.9601081839,5.0,17,"Restaurants, Indian, Food Stands, Vegetarian"
pefdBgay60yn4Wtih7t9lA,Siberia,2227 St Claude Ave,-90.0559027,29.9690054,4.5,101,"Dive Bars, Nightlife, Music Venues, Arts & Entertainment, Bars, Soul Food, Restaurants"
kjz72NN70ReOr-SnakKh_Q,Papa John's Pizza,7100 Downman Rd,-90.0239148,30.0234592,1.5,5,"Restaurants, Pizza"
Vbo4aI3FnETTFSHzV8qBUw,Poppy the Suffering Vegan,736 Dumaine St,-90.0640464688,29.9600929388,5.0,5,"Food, Vegan, Restaurants"
2jX71Q0_nAD9X5An84fs_Q,Saint Germain,3054 St Claude Ave,-90.0447047129,29.967473896,4.5,43,"Wine Bars, Restaurants, Bars, French, Nightlife"
JwDz-h8-R8lXvgpFQTz3vw,Walgreens,4400 S Claiborne Ave,-90.1038137,29.9397442794,2.0,25,"Shopping, Photography Stores & Services, Drugstores, Convenience Stores, Food, Beauty & Spas, Cosmetics & Beauty Supply"
f8iOoNBCwYoHJHvcokphOw,El Zocalo,418 Maine St,-90.155165,29.962406,3.5,10,"Restaurants, Mexican"
XwpjTjy_jwWGAlG_rt1Hrg,Fatma's Cozy Corner,1532 Ursulines Ave,-90.0696219,29.9664243,5.0,128,"Food, Turkish, Restaurants, Coffee & Tea, Bakeries"
5GctUoyvvfVS43ZMWtLKFA,Thalia,1245 Constance St,-90.0703153,29.9380978,4.5,28,"Italian, Nightlife, Restaurants, Cocktail Bars, Bars"
CrYt-2guxcYP9nzQ3O60Uw,StuftStream,2828 Canal St,-90.0896756,29.9666477,5.0,6,"Food, Food Trucks"
1JXJbmiVaLK2Wc2-reqQ5w,McDonald's,4589 General Meyer Ave,-90.0077431145,29.9335813,1.5,17,"Coffee & Tea, Burgers, Food, Sandwiches, Restaurants, Fast Food"
6xA3Zg26SbaftWvzf6Rn4Q,14 Parishes Jamaican Restaurant,234 Loyola Ave,-90.074872,29.953546,4.0,147,"Jazz & Blues, Restaurants, Caribbean, Food Court, Soul Food, Food Delivery Services, Food, Arts & Entertainment, Chicken Wings, Bars, Nightlife"
06NHXjVHiGKNpZ2XeajVkA,Magasin Vietnamese Cafe,4201 Magazine St,-90.0991277,29.9209952,4.0,295,"Ethnic Food, Specialty Food, Food, Restaurants, Vietnamese"
lQTYsqT-9r-8iw6w0Oa0uw,La Mezcla Mexicana,2381 St Claude Ave,-90.0521636,29.9693909,4.5,14,"Restaurants, Tex-Mex, Mexican"
uDYln8JtfxBpj5Vg04BRKQ,K Joe's,720 St Louis St,-90.0666355,29.9566959,3.0,30,"Cajun/Creole, Restaurants"
JlHO0nd0yXCQbiIIvJm2jQ,Bourbon Heat,711 Bourbon St,-90.0655896,29.9589054,3.5,151,"Nightlife, Dance Clubs, Burgers, Restaurants, Bars"
uL4jKuA41fQ-AUFBUUcrww,Torshi,504 Frenchmen St,-90.0578342,29.9626308,4.5,70,"Mediterranean, Restaurants, Egyptian, Middle Eastern"
hn-7UsL-jGxgVprVv4Rv5w,New Orleans Brews Cruise,"",-90.1073935,29.9219677,5.0,11,"Hotels & Travel, Breweries, Tours, Food"
rZm_ttIRjTaQyVmD-Rk55A,PJ's Coffee,5555 Canal Blvd,-90.109175,29.990966,4.5,30,"Coffee & Tea, Food"
ar-SQg2423FSVxRcaxorVg,Saucy's BBQ,4200 Magazine St,-90.0992263,29.9207829,4.0,169,"Restaurants, Barbeque, Sandwiches, American (Traditional), Caterers, Event Planning & Services"
d9dVFz8aR3drOoR5VYU8NQ,A and M Food Store,1741 Mc Shane Pl,-90.0619258359,29.9679479137,5.0,5,"Food, Vape Shops, Restaurants, Sandwiches, Beer, Wine & Spirits, Shopping, Convenience Stores"
8pzVSfj7R3yzOlTepfcIzA,Royal Blend,621 Royal St,-90.065304,29.9576905,4.0,97,"Restaurants, Food, Coffee & Tea"
pKvKZCB0fq4KgtK2Pc0yaQ,Budsi's Authentic Thai,1760 N Rampart St,-90.061564,29.9671241,4.5,110,"Soup, Bars, Noodles, Nightlife, Seafood, Restaurants, Thai"
3TNpd3OD2a6DZcx9DI9Olw,Bouche,840 Tchoupitoulas St,-90.0673792103,29.9442114743,4.0,34,"Restaurants, Bars, Wine Bars, American (New), Nightlife"
EagkHaaC-kUozD3MPzbRIw,Stanley,547 Saint Ann St,-90.0629232394,29.958250171,4.0,2406,"Breakfast & Brunch, Food, Restaurants"
E8_9MKASoMIDD6HWl8gZwg,Lovage,610 Carondelet St,-90.0721782,29.9482258,4.0,10,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Coffee Roasteries"
KGfw-g_JtizLJb4YmRB2Ig,Mariza,2900 Chartres St,-90.048103297,29.9628450854,4.0,169,"Wine Bars, American (New), Italian, Bars, Nightlife, Restaurants"
HqPTlLE1mxWyvN4y1stsKA,Parleaux Beer Lab,634 Lesseps St,-90.0340021,29.9607242,4.5,94,"Nightlife, Breweries, Beer Bar, Bars, Food"
auZbZhgtKOppjDEikrIeNw,Bacco Restaurant,310 Chartres St,-90.0663571,29.9544888,4.0,57,"Seafood, Italian, Restaurants"
GIo6CTonm96GbnHqLsw04g,House of Blues New Orleans,225 Decatur St,-90.0662829,29.9533488,3.5,479,"Event Planning & Services, Nightlife, American (New), Venues & Event Spaces, Music Venues, Arts & Entertainment, Restaurants, Musicians, Jazz & Blues, American (Traditional), Local Flavor, Bars"
95d60_mjUg2kLy-bhDLC6w,Theo's Neighborhood Pizza,4024 Canal St,-90.1003987,29.9738573,4.0,144,"Pizza, Sandwiches, Restaurants"
hay0mXRcirAgdKWnBblidQ,Av Tree Farms,1228 Elmwood Park,-90.190696,29.965383,4.0,6,"Tapas/Small Plates, Home Decor, Tree Services, Home & Garden, Holiday Decorations, Shopping, Home Services, Christmas Trees, Restaurants"
SoiO_O-zWB_tjInFX-Ohew,The Commons,6823 St Charles Ave,-90.1210999762,29.9404926269,2.5,6,"Restaurants, Cafeteria"
IKt5KFctgdq-9zHLP-j_pQ,CVS Pharmacy,2585 Leon C Simon Dr,-90.0532396975,30.0268,3.0,7,"Home Health Care, Shopping, Convenience Stores, Pharmacy, Drugstores, Food, Health & Medical"
RLlOK2fL6xU1sfIPiP2QBw,Deanie's Seafood,841 Iberville St,-90.069806,29.955347,3.5,2473,"Restaurants, American (Traditional), Food, French, Specialty Food, Seafood, Diners, Cajun/Creole, Seafood Markets, Event Planning & Services, Southern, Caterers, Salad"
YxZJXr_a-Oie6O-Lk9C6zA,Another Broken Egg Cafe,607 Harrison Ave,-90.1090495,30.0050572,3.5,359,"Cafes, American (Traditional), Food, Restaurants, Breakfast & Brunch"
G6BsgXWHqddv-bGKS1NcyA,Hickory Cafe & Grill,1313 Hickory Ave,-90.2029787,29.9572432,4.0,57,"Restaurants, Cafes, Breakfast & Brunch, Diners, Food, American (New), American (Traditional), Burgers, Sandwiches"
snguCYg0ierKRuUTxCDH7w,Fritzel's European Jazz Pub,733 Bourbon St,-90.0652064,29.9593348,4.5,432,"Bars, Arts & Entertainment, Event Planning & Services, Musicians, Food, Pubs, Jazz & Blues, Restaurants, Nightlife"
yYr6etwcJPbJCXVc2FvOIg,Ursa Major,"611 O'Keefe Ave, Ste C2",-90.0742893,29.9501148,3.5,31,"Tapas/Small Plates, Specialty Food, Thai, Restaurants, Cocktail Bars, Beer, Wine & Spirits, Nightlife, Bars, Food"
82_lGisVlstS_ojKZw9qNw,CIBO,"1114 S Carrolton Ave, Ste A",-90.130478,29.947222,5.0,132,"Delis, Italian, Restaurants"
Tpc-9OGNmHSGzxa5RT4IDA,Edison’s Espresso & Tea Bar,234 Loyola Ave,-90.0749712216,29.9535725725,3.5,15,"Restaurants, Vegan, Coffee & Tea, Bakeries, Food"
-psZLTe6IJTQUB-bZF7Zyg,Little Korea BBQ,2240 Magazine St,-90.0774142,29.9289147,4.0,423,"Barbeque, Restaurants, Soup, Korean"
CLGDSVR5fcKfmuU07yCJ9w,Rite Aid,2669 Canal St,-90.086802,29.965725,3.0,6,"Shopping, Drugstores, Food, Convenience Stores"
asz2Bsfk5vIn6Hh4K4BQeQ,Brieux Carré Brewing Company,2115 Decatur St,-90.0572362,29.9626495,4.5,131,"Beer Bar, Beer Gardens, Breweries, Bars, Food, Nightlife"
zVUgD30JzlxUke3IHTlGTg,Leo’s Bread,2438 Bell St,-90.076274432,29.9756174986,4.5,11,"Bakeries, Bagels, Desserts, Restaurants, Breakfast & Brunch, Food"
4-by_flBJX3k2U0gVfcntQ,The Boot Bar and Grill,1039 Broadway St,-90.1234407,29.9411151,2.5,81,"Nightlife, Restaurants, Bars, American (Traditional)"
Ztbcpzx9sQdNQnKx8yghTA,Sidecar Nola Patio & Oyster Bar,1114 Constance St,-90.069184,29.94054,4.5,62,"Nightlife, Bars, American (New), Restaurants, Cocktail Bars, Event Planning & Services, Venues & Event Spaces"
qee3h7VtquJuvSLJ5RE-HQ,Walgreens,1100 Elysian Fields Ave,-90.0575995,29.96875,2.0,41,"Food, Convenience Stores, Beauty & Spas, Cosmetics & Beauty Supply, Drugstores, Shopping, Photography Stores & Services"
ChlcxTEoWBQJXJ2Xb2vm5g,NOLA Restaurant,534 Saint Louis St,-90.0650722308,29.9555890874,4.0,2417,"Cajun/Creole, American (New), Southern, Restaurants"
WRFhNoO4W3-KK9tDBv49wQ,Blue Line Sandwich,514 S Rampart St,-90.0748774,29.9499788,4.5,38,"Restaurants, Breakfast & Brunch, Sandwiches"
gTC8IQ_i8zXytWSly3Ttvg,Cochon Butcher,930 Tchoupitoulas St,-90.0670981407,29.9422358659,4.5,3837,"Shopping, Butcher, Restaurants, Sandwiches, Food, Meat Shops, Specialty Food"
CG1Bb2MTraJYTHCPFm72XA,Red Dog Diner,3122 Magazine St,-90.0860021837,29.9244039489,4.5,800,"American (New), Restaurants, Breakfast & Brunch, Bars, Nightlife, Diners, Cocktail Bars"
cp2ZSHXibAxCHvJoPPyLag,Schiro's Cafe,2483 Royal St,-90.0519296997,29.9649917323,4.0,65,"Food, Grocery, Indian, Cafes, Restaurants"
T3hRVrL3Yyy27iOvvKW8Ig,NOLA Smokehouse,"",-90.0700051,29.9335594,4.5,12,"Steakhouses, Barbeque, Food, Beer, Wine & Spirits, Restaurants, Food Delivery Services"
ECOUuwE5H1HHE8xBfNAjFg,Crescent City Brewhouse,527 Decatur St,-90.063888,29.955685,3.5,929,"American (Traditional), Restaurants, Food, Nightlife, Cajun/Creole, Breweries, Bars, Event Planning & Services, Venues & Event Spaces, Pubs, Brewpubs"
wXyHGKmlvQUBGexb2my0JQ,Tru Burger,8115 Oak St,-90.130095,29.9477866,3.5,244,"Burgers, American (Traditional), Restaurants"
gnA8OvQ7GmXaMmJ1mdiOtg,Robért Fresh Market,135 Robert E Lee Blvd,-90.1124661,30.020157,3.5,43,"Food, Specialty Food, Grocery"
QsgDdC2znJ763rFHilncZQ,Wood Pizza Bistro and Taphouse,404 Andrew Higgins Dr,-90.0678338,29.9421671,3.5,266,"Italian, Gastropubs, Pizza, Restaurants"
956T4LrfnQCeiCtm9YXxTg,G & O Food Company,"935 Gravier St, Ste 100",-90.073131,29.952931,3.5,13,"Restaurants, Cafes, Nightlife, Bars, Cocktail Bars"
